,Last Name Chi,First Name Chi,Chi Name,Prefix CN,Last Name Eng,First Name Eng,Eng Name,Prefix,Gender,Category,Organization,Year,Award
143,薩,秉達,薩秉達先生,先生,SUTCH,Peter Dennis Antony,Mr. Peter Dennis Antony SUTCH,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2000,Gold Bauhinia Star
144,俞,宗怡,俞宗怡女士,女士,YUE,Chung-yee,Miss YUE Chung-yee,Miss,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2001,Gold Bauhinia Star
145,葉,澍堃,葉澍堃先生,先生,IP,Shu-kwan,Mr. IP Shu-kwan,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2001,Gold Bauhinia Star
146,田,北俊,田北俊議員,議員,TIEN,Pei-chun,TIEN Pei-chun,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2001,Gold Bauhinia Star
147,李,國寶,李國寶議員,議員,LI,Kwok-po,LI Kwok-po,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2001,Gold Bauhinia Star
148,劉,漢銓,劉漢銓議員,議員,LAU,Hon-chuen,LAU Hon-chuen,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2001,Gold Bauhinia Star
149,王,見秋,王見秋法官,法官,WONG,Justice  Kin-chow,Mr. Justice WONG Kin-chow,Mr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2001,Gold Bauhinia Star
150,任,志剛,任志剛先生,先生,YAM,Chi-kwong,Mr. YAM Chi-kwong,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2001,Gold Bauhinia Star
151,何,佐芝,何佐芝先生,先生,HO,George,Mr. George HO,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2001,Gold Bauhinia Star
152,夏,佳理,夏佳理先生,先生,ARCULLI,Ronald Joseph,Mr. Ronald Joseph ARCULLI,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2001,Gold Bauhinia Star
153,徐,展堂,徐展堂博士,博士,TSUI,Tsin-tong,Dr. TSUI Tsin-tong,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2001,Gold Bauhinia Star
154,梁,智鴻,梁智鴻醫生,醫生,LEONG,Che-hung,Dr. LEONG Che-hung,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2001,Gold Bauhinia Star
155,黃,乾亨,黃乾亨博士,博士,WONG,Kin-hang,Dr. WONG Kin-hang,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2001,Gold Bauhinia Star
156,鄔,維庸,鄔維庸醫生,醫生,WU,Wai-yung,Dr. WU Wai-yung,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2001,Gold Bauhinia Star
157,廖,烈文,廖烈文先生,先生,LIU,Lit-man,Mr. LIU Lit-man,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2001,Gold Bauhinia Star
158,羅,仲榮,羅仲榮先生,先生,LO,Chung-wing,Mr. LO Chung-wing,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2001,Gold Bauhinia Star
159,范,達理,范達理先生,先生,FINDLAY,James Kerr,Mr. James Kerr FINDLAY,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2001,Gold Bauhinia Star
160,許,淇安,許淇安先生,先生,HUI,Ki-on,Mr. HUI Ki-on,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2001,Gold Bauhinia Star
161,鄭,家純,鄭家純先生,先生,CHENG,Kar-shun,Mr. CHENG Kar-shun,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2001,Gold Bauhinia Star
162,鮑,磊,鮑　磊先生,先生,BARROW,Martin Gilbert,Mr. Martin Gilbert BARROW,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2001,Gold Bauhinia Star
163,謝,仕榮,謝仕榮先生,先生,TSE,Sze-wing,Mr. TSE Sze-wing,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2001,Gold Bauhinia Star
164,周,德熙,周德熙先生,先生,CHAU,Tak-hay,Mr. CHAU Tak-hay,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2002,Gold Bauhinia Star
165,任,關佩英,任關佩英女士,女士,YAM,KWAN Pui-ying,Mrs. YAM KWAN Pui-ying,Mrs.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2002,Gold Bauhinia Star
166,葉,劉淑儀,葉劉淑儀女士,女士,IP,LAU Suk-yee,Mrs. IP LAU Suk-yee,Mrs.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2002,Gold Bauhinia Star
167,李,承仕,李承仕先生,先生,LEE,Shing-see,Mr. LEE Shing-see,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2002,Gold Bauhinia Star
168,周,梁淑怡,周梁淑怡女士,女士,CHOW,LIANG Shuk-yee,Mrs. CHOW LIANG Shuk-yee,Mrs.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2002,Gold Bauhinia Star
169,曾,鈺成,曾鈺成議員,議員,TSANG,Yok-sing,TSANG Yok-sing,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2002,Gold Bauhinia Star
170,張,信剛,張信剛教授,教授,CHANG,Professor  Hsin-kang,Professor CHANG Hsin-kang,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2002,Gold Bauhinia Star
171,潘,宗光,潘宗光教授,教授,POON,Professor  Chung-kwong,Professor POON Chung-kwong,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2002,Gold Bauhinia Star
172,譚,尚渭,譚尚渭教授,教授,TAM,Professor  Sheung-wai,Professor TAM Sheung-wai,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2002,Gold Bauhinia Star
173,胡,國興,胡國興法官,法官,WOO,Justice  Kwok-hing,Mr. Justice WOO Kwok-hing,Mr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2002,Gold Bauhinia Star
174,夏,秉純,夏秉純先生,先生,HARBINSON,Stuart Wreford,Mr. Stuart Wreford HARBINSON,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2002,Gold Bauhinia Star
175,吳,榮奎,吳榮奎先生,先生,NG,Wing-fui,Mr. NG Wing-fui,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2002,Gold Bauhinia Star
176,胡,法光,胡法光先生,先生,HU,Fa-kuang,Mr. HU Fa-kuang,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2002,Gold Bauhinia Star
177,陳,瑞球,陳瑞球博士,博士,CHAN,Sui-kau,Dr. CHAN Sui-kau,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2002,Gold Bauhinia Star
178,楊,紫芝,楊紫芝教授,教授,YOUNG,Professor  Tse-tse,Professor YOUNG Tse-tse,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2002,Gold Bauhinia Star
179,鄭,維健,鄭維健博士,博士,CHENG,Wai-kin,Dr. CHENG Wai-kin,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2002,Gold Bauhinia Star
180,蕭,炯柱,蕭炯柱先生,先生,SIU,Gordon,Mr. Gordon SIU,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2002,Gold Bauhinia Star
181,鄭,張永珍,鄭張永珍博士,博士,CHENG,CHANG Yung-tsung,Dr. CHENG CHANG Yung-tsung,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2002,Gold Bauhinia Star
182,曾,蔭培,曾蔭培先生,先生,TSANG,Yam-pui,Mr. TSANG Yam-pui,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2003,Gold Bauhinia Star
183,梁,紹中,梁紹中法官,法官,LEONG,Justice  Shiu-chung,Mr. Justice LEONG Shiu-chung,Mr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2003,Gold Bauhinia Star
184,李,家祥,李家祥議員,議員,LI,Ka-cheung,LI Ka-cheung,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2003,Gold Bauhinia Star
185,黃,宜弘,黃宜弘議員,議員,WONG,Yu-hong,WONG Yu-hong,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2003,Gold Bauhinia Star
186,陳,坤耀,陳坤耀教授,教授,CHEN,Professor  Kwan-yiu,Professor CHEN Kwan-yiu,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2003,Gold Bauhinia Star
187,孔,祥勉,孔祥勉博士,博士,KUNG,Ziang-mien,Dr. KUNG Ziang-mien,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2003,Gold Bauhinia Star
188,羅,范椒芬,羅范椒芬女士,女士,LAW,FAN Chiu-fun,Mrs. LAW FAN Chiu-fun,Mrs.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2003,Gold Bauhinia Star
189,黎,年,黎　年先生,先生,LAI,Nin,Mr. LAI Nin,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2003,Gold Bauhinia Star
190,林,貝聿嘉,林貝聿嘉女士,女士,LAM,PEI Yu-dja,Mrs. LAM PEI Yu-dja,Mrs.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2003,Gold Bauhinia Star
191,林,李翹如,林李翹如博士,博士,LAM,LEE Kiu-yue,Dr. LAM LEE Kiu-yue,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2003,Gold Bauhinia Star
192,許,智明,許智明博士,博士,HUI,Chi-ming,Dr. HUI Chi-ming,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2003,Gold Bauhinia Star
193,鄭,慕智,鄭慕智先生,先生,CHENG,Mo-chi,Mr. CHENG Mo-chi,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2003,Gold Bauhinia Star
194,羅,嘉瑞,羅嘉瑞醫生,醫生,LO,Ka-shui,Dr. LO Ka-shui,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2003,Gold Bauhinia Star
195,米,高嘉道理,米高嘉道理先生,先生,D,Michael . KAOORIE,Michael D. KADOORIE,,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2003,Gold Bauhinia Star
196,何,鴻燊,何鴻燊博士,博士,HO,Hung-sun,Dr. HO Hung-sun,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2003,Gold Bauhinia Star
197,袁,庚,袁　庚先生,先生,YUAN,Geng,Mr. YUAN Geng,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2003,Gold Bauhinia Star
198,梅,賢玉,梅賢玉先生,先生,MAYO,Simon Herbert,Mr. Simon Herbert MAYO,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2003,Gold Bauhinia Star
199,馮,國經,馮國經博士,博士,FUNG,Kwok-king,Dr. FUNG Kwok-king,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2003,Gold Bauhinia Star
200,馮,紹波,馮紹波先生,先生,FUNG,Siu-por,Mr. FUNG Siu-por,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2003,Gold Bauhinia Star
201,詹,康信,詹康信先生,先生,THOMPSON,James Edward,Mr. James Edward THOMPSON,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2003,Gold Bauhinia Star
202,霍,震霆,霍震霆議員,議員,FOK,Tsun-ting,FOK Tsun-ting,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2004,Gold Bauhinia Star
203,劉,健儀,劉健儀議員,議員,LAU,Kin-yee,LAU Kin-yee,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2004,Gold Bauhinia Star
204,葉,國謙,葉國謙議員,議員,IP,Kwok-him,IP Kwok-him,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2004,Gold Bauhinia Star
205,鮑,文,鮑　文先生,先生,BARMA,Haider Hatim Tyebjee,Mr. Haider Hatim Tyebjee BARMA,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2004,Gold Bauhinia Star
206,周,亦卿,周亦卿博士,博士,CHOW,Yei-ching,Dr. CHOW Yei-ching,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2004,Gold Bauhinia Star
207,胡,應湘,胡應湘爵士,爵士,WU,Ying-sheung,Sir WU Ying-sheung,Sir,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2004,Gold Bauhinia Star
208,梁,寶榮,梁寶榮先生,先生,LEUNG,Po-wing,Mr. LEUNG Po-wing,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2004,Gold Bauhinia Star
209,方,鏗,方　鏗先生,先生,FANG,Hung,Mr. FANG Hung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2004,Gold Bauhinia Star
210,艾,爾敦,艾爾敦先生,先生,ELDON,David Gordon,Mr. David Gordon ELDON,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2004,Gold Bauhinia Star
211,施,祖祥,施祖祥先生,先生,SZE,Cho-cheung,Mr. SZE Cho-cheung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2004,Gold Bauhinia Star
212,袁,武,袁　武先生,先生,YUEN,Mo,Mr. YUEN Mo,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2004,Gold Bauhinia Star
213,盛,智文,盛智文博士,博士,ZEMAN,Allan,Dr. Allan ZEMAN,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2004,Gold Bauhinia Star
214,蔡,永善,蔡永善醫生,醫生,CHOA,Wing-sien,Dr. CHOA Wing-sien,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2004,Gold Bauhinia Star
215,鄭,維志,鄭維志先生,先生,CHENG,Wai-chee,Mr. CHENG Wai-chee,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2004,Gold Bauhinia Star
216,葉,慧珍,葉慧珍女士,女士,YIP,Wai-jane,Ms. YIP Wai-jane,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2004,Gold Bauhinia Star
217,馬,力,馬　力議員,議員,MA,Lik,MA Lik,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Gold Bauhinia Star
218,吳,清輝,吳清輝教授,教授,NG,Professor  Ching-fai,Professor NG Ching-fai,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Gold Bauhinia Star
219,呂,志和,呂志和博士,博士,LUI,Che-woo,Dr. LUI Che-woo,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Gold Bauhinia Star
220,楊,永強,楊永強醫生,醫生,YEOH,Eng-kiong,Dr. YEOH Eng-kiong,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Gold Bauhinia Star
221,楊,啟彥,楊啟彥先生,先生,YEUNG,Kai-yin,Mr. YEUNG Kai-yin,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Gold Bauhinia Star
222,鄭,海泉,鄭海泉先生,先生,CHENG,Hoi-chuen,Mr. CHENG Hoi-chuen,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Gold Bauhinia Star
223,班,士,班　士先生,先生,BARNES,Eric Charles,Mr. Eric Charles BARNES,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Gold Bauhinia Star
224,陳,智思,陳智思議員,議員,CHAN,Bernard Charnwut,Bernard Charnwut CHAN,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Gold Bauhinia Star
225,盧,耀楨,盧耀楨工程師,工程師,LO,Ir.  Yiu-ching,Ir. LO Yiu-ching,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Gold Bauhinia Star
226,周,厚澄,周厚澄先生,先生,CHAU,How-chen,Mr. CHAU How-chen,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Gold Bauhinia Star
227,余,國春,余國春先生,先生,YU,Kwok-chun,Mr. YU Kwok-chun,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Gold Bauhinia Star
228,李,麗娟,李麗娟女士,女士,LEE,Lai-kuen,Ms. LEE Lai-kuen,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Gold Bauhinia Star
229,蒙,民偉,蒙民偉博士,博士,MONG,Man-wai,Dr. MONG Man-wai,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Gold Bauhinia Star
230,張,建宗,張建宗議員,議員,CHEUNG,Kin-chung,CHEUNG Kin-chung,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Gold Bauhinia Star
231,梁,劉柔芬,梁劉柔芬議員,議員,LEUNG,LAU Yau-fun,Mrs. LEUNG LAU Yau-fun,Mrs.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Gold Bauhinia Star
232,覺,光,覺　光法師,法師,KOK,Venerable  Kwong,Venerable KOK Kwong,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Gold Bauhinia Star
233,何,世柱,何世柱先生,先生,HO,Sai-chu,Mr. HO Sai-chu,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Gold Bauhinia Star
234,楊,孫西,楊孫西博士,博士,YU,Sun-say,Dr. YU Sun-say,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Gold Bauhinia Star
235,何,志平,何志平醫生,醫生,HO,Chi-ping,Dr. HO Chi-ping,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Gold Bauhinia Star
236,廖,秀冬,廖秀冬博士,博士,LIAO,Sau-tung,Dr. LIAO Sau-tung,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Gold Bauhinia Star
237,李,明逵,李明逵先生,先生,LEE,Ming-kwai,Mr. LEE Ming-kwai,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Gold Bauhinia Star
238,鄺,廣傑,鄺廣傑大主教,大主教,KWONG,The Most Reverend  Kong-kit,The Most Reverend KWONG Kong-kit,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Gold Bauhinia Star
239,鄭,耀棠,鄭耀棠議員,議員,CHENG,Yiu-tong,CHENG Yiu-tong,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Gold Bauhinia Star
240,廖,長城,廖長城議員,議員,LIAO,Cheung-sing,LIAO Cheung-sing,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Gold Bauhinia Star
241,張,建東,張建東議員,議員,CHEUNG,Kin-tung,CHEUNG Kin-tung,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Gold Bauhinia Star
242,方,正,方　正先生,先生,FONG,Ching,Mr. FONG Ching,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Gold Bauhinia Star
243,林,中麟,林中麟先生,先生,LAM,Chung-lun,Mr. LAM Chung-lun,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Gold Bauhinia Star
244,梁,王培芳,梁王培芳女士,女士,LEUNG,WONG Bei-fong,Mrs. LEUNG WONG Bei-fong,Mrs.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Gold Bauhinia Star
245,黃,子欣,黃子欣博士,博士,WONG,Chi-yun,Dr. WONG Chi-yun,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Gold Bauhinia Star
246,胡,定旭,胡定旭先生,先生,WU,Ting-yuk,Mr. WU Ting-yuk,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Gold Bauhinia Star
